step,window,fill_count,fill_probability,fill_total,mean_window,sd_window,optional_reset_rate,forced_reset_rate
43,3,8126,0.12048693,67443,2.78473674,1.70992513,0.32265000,0.00292000
43,4,5005,0.07421082,67443,2.78473674,1.70992513,0.32265000,0.00292000
43,5,11816,0.17519980,67443,2.78473674,1.70992513,0.32265000,0.00292000
43,6,3746,0.05554320,67443,2.78473674,1.70992513,0.32265000,0.00292000
43,7,734,0.01088326,67443,2.78473674,1.70992513,0.32265000,0.00292000
43,8,158,0.00234272,67443,2.78473674,1.70992513,0.32265000,0.00292000
44,1,20098,0.22628806,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,2,16255,0.18301883,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,3,7118,0.08014322,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,4,4647,0.05232165,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,5,26370,0.29690596,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,6,12082,0.13603405,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,7,1746,0.01965862,88816,3.52542335,1.93174316,0.10806000,0.00378000
44,8,500,0.00562962,88816,3.52542335,1.93174316,0.10806000,0.00378000
